Time,AccX,AccY,AccZ
2024-08-25 00:32:49.784791,-0.05578772722743452,-0.008540004640817642,0.047447816133499146
2024-08-25 00:32:50.707728,-0.0668543228879571,-0.022775919092819095,0.051267802119255065
2024-08-25 00:32:51.728959,-0.1239293511863798,-0.026250307224690916,0.05982987999916077
2024-08-25 00:32:52.754191,-0.15402571018785238,-0.03029386698268354,0.06849077582359314
2024-08-25 00:32:53.777421,-0.10560531022958458,-0.013149428693577648,0.06313297212123871
2024-08-25 00:32:54.812658,-0.08172922837547958,-0.013029816588386894,0.04772497415542603
2024-08-25 00:32:55.722251,-0.04939414408989251,-0.01431990422308445,0.06183839857578278
2024-08-25 00:32:56.744482,-0.012319861825089902,0.025353298662230375,0.0032042741775512697
2024-08-25 00:32:57.770713,-0.06325583674013616,-0.009011957170441747,0.06261023104190827
2024-08-25 00:32:58.795946,-0.07560636675450952,-0.016389973880723118,0.05044626832008362
2024-08-25 00:32:59.723153,-0.10589899577200414,-0.015784375928342344,0.09095987141132356
2024-08-25 00:33:00.686371,-0.05761269348207861,0.015756610790267588,0.031268570423126224
2024-08-25 00:33:01.760613,-0.10518263876438141,-0.012077981242910029,0.05716354966163636
2024-08-25 00:33:02.785844,-0.09356316145509481,-0.0025642598792910577,0.05322954297065735
2024-08-25 00:33:03.704052,-0.10534595880657435,-0.004373991396278143,0.04989487588405609
2024-08-25 00:33:04.731283,-0.09827854801900686,0.0659066993650049,0.08518165290355682
2024-08-25 00:33:05.754515,-0.06219651312567294,0.018914454421028497,0.05467029690742493
2024-08-25 00:33:06.775744,-0.06302084262482822,0.0020348584558814763,0.06329844832420349
2024-08-25 00:33:07.699953,-0.04912787193898112,0.04421170203946531,0.4570704156160355
2024-08-25 00:33:08.724184,-0.07899343494325876,-0.012743312157690525,0.05602977454662323
2024-08-25 00:33:09.749853,-0.07790690350346267,-0.007279271855950356,0.0760617506504059
2024-08-25 00:33:10.771665,-0.07790690350346267,-0.007279271855950356,0.0760617506504059
2024-08-25 00:33:11.702874,-0.07790690350346267,-0.007279271855950356,0.0760617506504059
2024-08-25 00:33:12.723104,-0.07790690350346267,-0.007279271855950356,0.0760617506504059
2024-08-25 00:33:13.752336,-0.07790690350346267,-0.007279271855950356,0.0760617506504059
2024-08-25 00:33:14.773576,-0.07790690350346267,-0.007279271855950356,0.0760617506504059
2024-08-25 00:33:22.343819,-0.016083497554063797,0.03442548215389252,0.03607439696788788
2024-08-25 00:33:22.344819,-0.016083497554063797,0.03442548215389252,0.03607439696788788
2024-08-25 00:33:22.752912,-0.052739692479372026,-0.019103438258171082,0.039611377716064454
2024-08-25 00:33:23.774143,-0.026031073182821274,0.1644769138097763,-0.15202059030532838
2024-08-25 00:33:24.697350,0.03739659860730171,0.09619137525558472,-0.0665044766664505
2024-08-25 00:33:25.717580,0.01588750619441271,-0.033760069012641905,0.05046205580234528
2024-08-25 00:33:26.753814,0.038149573802948,0.034221999049186706,-0.06761193931102753
2024-08-25 00:33:27.781046,0.0305895259603858,0.024781084656715396,-0.07435611784458161
2024-08-25 00:33:28.693252,0.038525476679205896,0.03222342073917389,0.012448722124099733
2024-08-25 00:33:29.717482,0.05847310669720173,-0.07555128872394562,-0.2804997056722641
2024-08-25 00:33:30.740713,0.07900772407650948,-0.06303064584732056,0.07827375233173371
2024-08-25 00:33:31.772946,-0.20665648000314832,0.20955894649028778,-0.3043329566717148
2024-08-25 00:33:32.687152,0.0038884166814386846,0.09383904039859772,-0.08883090019226075
2024-08-25 00:33:33.712384,0.07970803778618575,-0.007394973635673523,-6.724298000335694e-05
